iter	MultiClass
386	0.704970439
387	0.7048951093
388	0.7048157003
389	0.7047065998
390	0.7044037113
391	0.704232575
392	0.7040303333
393	0.703754854
394	0.7036898234
395	0.7035774717
396	0.7033748856
397	0.7032522053
398	0.7030600019
399	0.7029363153
400	0.7028540601
401	0.7027224144
402	0.7025790316
403	0.7022384092
404	0.7020243121
405	0.7018571723
406	0.7015887783
407	0.701480946
408	0.7012340647
409	0.7010568033
410	0.7007659279
411	0.7004809452
412	0.7003306561
413	0.7001560727
414	0.7000560885
415	0.6998316395
416	0.6997295467
417	0.6995617194
418	0.6993764564
419	0.6990736868
420	0.698805926
421	0.6986852819
422	0.6985338411
423	0.6984006819
424	0.6982633531
425	0.6980208777
426	0.6978150943
427	0.6975857925
428	0.69740433
429	0.6973529651
430	0.6970897923
431	0.6969457835
432	0.6968265595
433	0.6966878735
434	0.6965633565
435	0.69634441
436	0.6962126897
437	0.6960308334
438	0.6958303306
439	0.6956835977
440	0.6955576469
441	0.695205419
442	0.6951383029
443	0.6949880606
444	0.6948297593
445	0.6946522416
446	0.6944524453
447	0.6941707104
448	0.6940676918
449	0.6938499531
450	0.6936709431
451	0.6934950797
452	0.6933009061
453	0.6931001732
454	0.6929944793
455	0.6928365651
456	0.6926190103
457	0.692438538
458	0.6923418053
459	0.6921455451
460	0.6918378363
461	0.6916766868
462	0.6915477776
463	0.6914306879
464	0.6911311308
465	0.6909678238
466	0.690861401
467	0.6907178497
468	0.6905674315
469	0.6904200486
470	0.6901212195
471	0.6899738563
472	0.6897625551
473	0.6895555414
474	0.6895143653
475	0.6893519809
476	0.6892141615
477	0.6891112067
478	0.6889876052
479	0.6888453223
480	0.6887469935
481	0.6884094554
482	0.6882709934
483	0.6880669387
484	0.6878674319
485	0.6876759615
486	0.6876000195
487	0.687497025
488	0.687271273
489	0.6871653
490	0.6869901533
491	0.6866973325
492	0.6865781558
493	0.6865459241
494	0.6863517924
495	0.6862143603
496	0.6860949051
497	0.6858173892
498	0.6856931352
499	0.6855748345
500	0.6853395844
501	0.685144758
502	0.6849434008
503	0.684755488
504	0.6846437969
505	0.6843623917
506	0.6842856453
507	0.6841307291
508	0.6840826674
509	0.6838781652
510	0.6837936134
511	0.6837253536
512	0.6835404061
513	0.6833245101
514	0.6831913498
515	0.6829483285
516	0.6827215247
517	0.6825781671
518	0.6824301331
519	0.6823551736
520	0.6820578397
521	0.6816677792
522	0.6814854712
523	0.6812474528
524	0.681128461
525	0.6810083029
526	0.6808297386
527	0.6804945094
528	0.6803404399
529	0.6802592124
530	0.6800734856
531	0.6798868641
532	0.6797275015
533	0.6795190238
534	0.6792755202
535	0.6789452431
536	0.6788449332
537	0.6786886784
538	0.6785798222
539	0.6784547041
540	0.6780540689
541	0.6779400062
542	0.677817581
543	0.6776416327
544	0.6774056104
545	0.677194174
546	0.6770427064
547	0.6768789355
548	0.6767022418
549	0.6766202696
550	0.676491064
551	0.6762594157
552	0.6760617144
553	0.6759968186
554	0.6759178137
555	0.6758066635
556	0.6756617655
557	0.6754536609
558	0.6753250761
559	0.6752163747
560	0.6750329218
561	0.6749723191
562	0.6749261464
563	0.6748703246
564	0.6746580158
565	0.6745231158
566	0.6744002151
567	0.6742523787
568	0.6741484642
569	0.6739854383
570	0.6737702357
571	0.6736523829
572	0.6736155691
573	0.673474114
574	0.6733554301
575	0.6731624619
576	0.6730769734
577	0.6730121209
578	0.6728383862
579	0.6726552818
580	0.6725611038
581	0.67240549
582	0.6723009177
583	0.6721866298
584	0.6720838911
585	0.6719519957
586	0.6718363211
587	0.6715237058
588	0.6711849867
589	0.6710185506
590	0.6709408664
591	0.6708201847
592	0.6706057003
593	0.6704245959
594	0.6702969822
595	0.670098669
596	0.6699761438
597	0.6697971587
598	0.6696895164
599	0.6695610065
600	0.6693156874
601	0.6692119577
602	0.6691373901
603	0.6690027896
604	0.6688164572
605	0.6685550891
606	0.6683403887
607	0.6681106747
608	0.6679650708
609	0.6679127232
610	0.6677153152
611	0.6675467286
612	0.6674524304
613	0.6672837148
614	0.6671167333
615	0.6670048783
616	0.6668310727
617	0.6667834282
618	0.6667458464
619	0.6666270876
620	0.6664355658
621	0.666342142
622	0.6662120226
623	0.6661542059
624	0.6660730733
625	0.6658065609
626	0.6656430576
627	0.6654847871
628	0.6653738054
629	0.6652557358
630	0.6650645522
631	0.6649525723
632	0.6647997354
633	0.6645408188
634	0.6643948184
635	0.6642898017
636	0.6641380652
637	0.6639620452
638	0.6637839654
639	0.6636590869
640	0.6635674616
641	0.6631991321
642	0.6629640414
643	0.6629411884
644	0.6627057818
645	0.6624470814
646	0.6623568027
647	0.6622708049
648	0.6621956103
649	0.6619923874
650	0.661896586
651	0.661829009
652	0.6617511772
653	0.6615884426
654	0.6614785899
655	0.6613149132
656	0.6611031386
657	0.6609100028
658	0.6606032601
659	0.6604107545
660	0.6603384959
661	0.660270113
662	0.6601418101
663	0.6599723536
664	0.659844627
665	0.6596920109
666	0.6595360617
667	0.6593900474
668	0.6592691042
669	0.6591379165
670	0.6589801102
671	0.6589088506
672	0.6587078619
673	0.658527209
674	0.6584147824
675	0.6582141685
676	0.6581335992
677	0.6580378192
678	0.6579890213
679	0.6579111187
680	0.6578378778
681	0.6577136694
682	0.6575210733
683	0.6574591285
684	0.6573056717
685	0.6571766174
686	0.6570199552
687	0.6568416935
688	0.6567345082
689	0.6566367357
690	0.6563730164
691	0.6562217952
692	0.6560957222
693	0.6558298191
694	0.6556355122
695	0.6554467706
696	0.6552557216
697	0.6550712323
698	0.6549280358
699	0.6548889552
700	0.6548342782
701	0.6547554599
702	0.6545894034
703	0.6544768035
704	0.6544153557
705	0.6543152614
706	0.6541833923
707	0.6540676678
708	0.653967744
709	0.6538356244
710	0.6537773376
711	0.6536578746
712	0.6536205159
713	0.6534829414
714	0.6533562683
715	0.6532255364
716	0.6531174013
717	0.6529594679
718	0.6529105445
719	0.652737217
720	0.6524698489
721	0.6523071893
722	0.652116522
723	0.6520260939
724	0.6519424828
725	0.6518507607
726	0.6517859215
727	0.6516454486
728	0.6515103253
729	0.6514519046
730	0.6513468838
731	0.6512923058
732	0.6511106422
733	0.6509393544
734	0.6508487264
735	0.6506008016
736	0.6505063594
737	0.6503701955
738	0.6502506054
739	0.6501347789
740	0.6501094269
741	0.6500583632
742	0.6498810205
743	0.6497575166
744	0.6496510272
745	0.6495318119
746	0.6493750393
747	0.6492324325
748	0.6491405086
749	0.649036028
750	0.6488095376
751	0.6486799373
752	0.6485567268
753	0.6483773736
754	0.6481991877
755	0.6481121762
756	0.648022249
757	0.6478476403
758	0.6476771063
759	0.6475901302
760	0.647455458
761	0.6473081136
762	0.6471855621
763	0.6469423756
764	0.6467010523
765	0.6465379706
766	0.6464064663
767	0.6463325829
768	0.6462166138
769	0.6461420133
770	0.646019122
771	0.6459416734
772	0.6458261866
773	0.6457194018
774	0.645663228
775	0.6455718853
776	0.6455027964
777	0.6453226485
778	0.6452500435
779	0.6451381169
780	0.6450617219
781	0.6448961302
782	0.6447852174
783	0.6446624075
784	0.6445567055
785	0.6443699586
786	0.6442987768
787	0.6442137381
788	0.6441249811
789	0.6439613274
790	0.643882542
791	0.6438366588
792	0.6437027349
793	0.6436101098
794	0.6435078315
795	0.6434345409
796	0.6433470467
797	0.6432232084
798	0.6431238756
799	0.6430177714
800	0.6427724206
801	0.6426563872
802	0.6426051199
803	0.6425486453
804	0.6423774455
805	0.6422120118
806	0.6420827047
807	0.6419830503
808	0.6417990137
809	0.6417134518
810	0.6416758606
811	0.6416534679
812	0.6415654442
813	0.6414788205
814	0.6412790616
815	0.6411049442
816	0.6409730344
817	0.6407795555
818	0.6407498443
819	0.6406222729
820	0.6404852725
821	0.6403738753
822	0.6402788329
823	0.6401747318
824	0.640021814
825	0.6399616876
826	0.639865732
827	0.639715019
828	0.6395987045
829	0.6394738618
830	0.6394055963
831	0.6392302008
832	0.6391136175
833	0.6389214576
834	0.6388438832
835	0.6387243196
836	0.6385834472
837	0.6384096497
838	0.638294516
839	0.6382008824
840	0.6380784873
841	0.6380130805
842	0.637904971
843	0.6378090285
844	0.6376878245
845	0.6376013603
846	0.6375598276
847	0.6374577213
848	0.6373162473
849	0.637200021
850	0.6370864552
851	0.6368767332
852	0.6367972476
853	0.6367261436
854	0.6366657911
855	0.6364594855
856	0.6363391438
857	0.6362068981
858	0.6360639314
859	0.6359492573
860	0.6358239425
861	0.6357676542
862	0.6357093767
863	0.6356119482
864	0.6354010654
865	0.6353016065
866	0.6352051389
867	0.6350694162
868	0.6349786582
869	0.6348580029
870	0.6346240283
871	0.634446992
872	0.6343282283
873	0.6342413947
874	0.6340228804
875	0.6339293043
876	0.6338431761
877	0.6337749971
878	0.633642023
879	0.6334927441
880	0.633371426
881	0.6332664251
882	0.6331270928
883	0.6330215791
884	0.6329822877
885	0.632872946
886	0.6327933386
887	0.6327253732
888	0.6325377645
889	0.6324146775
890	0.6323150494
891	0.6322125261
892	0.6321236213
893	0.632061708
894	0.6319509513
895	0.6318240264
896	0.6316982829
897	0.6314410444
898	0.6313711675
899	0.6312726694
900	0.6311299593
901	0.6309833034
902	0.6308765569
903	0.6307842738
904	0.630672381
905	0.6304476529
906	0.6303645321
907	0.6302311115
908	0.6301489864
909	0.6300629834
910	0.6299221144
911	0.6297775751
912	0.6296313813
913	0.6294655029
914	0.6292868845
915	0.6291901396
916	0.6291606163
917	0.6290560658
918	0.6289881325
919	0.6288500705
920	0.6288087962
921	0.6286331917
922	0.6284656536
923	0.6283692419
924	0.6283348273
925	0.628251052
926	0.6281621102
927	0.628097898
928	0.6280051404
929	0.6279596946
930	0.6278320252
931	0.6277181575
932	0.6274803399
933	0.6273571091
934	0.6272798578
935	0.6271891637
936	0.6270769374
937	0.6269819833
938	0.6269143643
939	0.6268442432
940	0.6266850911
941	0.626647619
942	0.6265202174
943	0.6264117478
944	0.6263503512
945	0.6262676731
946	0.6261233116
947	0.6260534903
948	0.6259720672
949	0.6258564748
950	0.6257526447
951	0.6257410335
952	0.6256995792
953	0.6256429401
954	0.6255707911
955	0.6254777628
956	0.6254089582
957	0.625369581
958	0.6252689077
959	0.6251188768
960	0.6250148193
961	0.6249089081
962	0.6247954827
963	0.6246430263
964	0.6245879473
965	0.6245389849
966	0.6244257047
967	0.6243481259
968	0.6242446556
969	0.6241682718
970	0.6240973688
971	0.6239825664
972	0.6238998665
973	0.6238304037
974	0.6236186086
975	0.623542967
976	0.6234107041
977	0.6233570459
978	0.6232750913
979	0.6232228265
980	0.623141611
981	0.6230956368
982	0.6230349359
983	0.6228983036
984	0.6228365777
985	0.6226779841
986	0.6224662546
987	0.6223664672
988	0.6222188562
989	0.6221264642
990	0.6220324826
991	0.6219153806
992	0.6218783029
993	0.6218087307
994	0.6216588765
995	0.6215214711
996	0.6214658887
997	0.6213849012
998	0.6213343505
999	0.6211861849
